INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,ADM_RATE,SAT_AVG,CURROPER,ADDR,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,www.centralmethodist.edu/,3,4,1.0,Not Available,1,411 Central Methodist Square,0.0,0.0,0.0,0.0,0.0069,0.0,0.031,0.0,0.2983,0.0,0.0,0.0,0.0293,0.0,0.0086,0.0,0.0,0.0017,0.0052,0.0,0.0276,0.0034,0.0,0.0,0.0,0.0,0.0534,0.0172,0.0034,0.0017,0.0,0.0,0.0,0.0,0.0,0.3431,0.169,0.0
North-West College-Riverside,Riverside,CA,www.north-westcollege.edu/,1,1,Not Available,Not Available,1,4550 La Sierra Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Altierus Career College-Bissonnet,Houston,TX,https://www.altierus.edu/,1,2,Not Available,Not Available,0,9700 Bissonnet St-Ste 1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725,0.0,0.0,0.0,0.0,0.5861,0.0,0.0
Colegio Tecnico de Electricidad Galloza,Aguada,PR,www.ctegpr.com/,1,1,Not Available,Not Available,1,Carr 4416 Km 2.5 Int. Bo Laguna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur's Beauty College,Conway,AR,www.arthursbeautycollege.com/,1,1,Not Available,Not Available,1,2320 Washington Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spa Tech Institute-Westboro,Westborough,MA,www.spatech.edu/,1,1,Not Available,Not Available,1,227 Turnpike Rd.  - Suite 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529,0.0,0.0
Spa Tech Institute-Plymouth,Plymouth,MA,www.spatech.edu/,1,1,Not Available,Not Available,1,59 Industrial Park Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0
Neumont College of Computer Science,Salt Lake City,UT,https://www.neumont.edu/,3,3,0.8755,1120.0,1,143 South Main Street,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson & Wales University-Charlotte,Charlotte,NC,https://www.jwu.edu/campuses/charlotte/,2,3,0.7334,1023.0,1,"Academic Center, 801 West Trade Street",0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.5908,0.0,0.0,0.0,0.0,0.1491,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707,0.0
Roseman University of Health Sciences,Henderson,NV,www.roseman.edu/,3,4,Not Available,Not Available,1,11 Sunset Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fortis Institute-Port Saint Lucie,Port Saint Lucie,FL,www.fortis.edu/,1,2,Not Available,Not Available,1,9022 South US Highway 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2291,0.0,0.0,0.0,0.7709,0.0,0.0
Aviation Institute of Maintenance-Manassas,Manassas,VA,https://aviationmaintenance.edu/campuses/nova,1,1,Not Available,Not Available,1,10640 Davidson Place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cosmetology School of Arts & Sciences,Burley,ID,cosmetologyschoolof-art.com/,1,1,Not Available,Not Available,1,485 E 5th st N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Universal Technical Institute of Pennsylvania Inc,Exton,PA,www.uti.edu/,1,1,Not Available,Not Available,1,750 Pennsylvania Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Shuler School of Cosmetology-Spartanburg,Spartanburg,SC,www.kennethshuler.com/,1,1,Not Available,Not Available,1,1515 John B White SR Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Shuler School of Cosmetology-Columbia,Columbia,SC,www.kennethshuler.com/,1,1,Not Available,Not Available,1,7474 Garners Ferry Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln Technical Institute-Shelton,Shelton,CT,www.lincolntech.edu/campus/shelton-ct,1,1,Not Available,Not Available,1,8 Progress Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.0,0.0,0.0,0.0,0.5294,0.0,0.0
Northwest Career College,Las Vegas,NV,www.northwestcareercollege.edu/,1,2,Not Available,Not Available,1,"7398 Smoke Ranch Road, Ste 100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9246,0.0224,0.0
Soma Institute-The National School of Clinical Massage Therapy,Chicago,IL,www.soma.edu/,1,1,Not Available,Not Available,1,55 E. Jackson Boulevard - Ste 300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ave Maria University,Ave Maria,FL,www.avemaria.edu/,3,4,0.4421,Not Available,1,5050 Ave Maria Blvd,0.0,0.0202,0.0,0.0,0.0806,0.0,0.0,0.0,0.0161,0.0,0.0,0.0081,0.0,0.0,0.0242,0.0323,0.0,0.1089,0.0081,0.0,0.0,0.0,0.0444,0.0766,0.004,0.0,0.0847,0.0,0.0,0.0726,0.0,0.0,0.0,0.0,0.0121,0.1331,0.2379,0.0363
CALC Institute of Technology,Alton,IL,calc.edu/,1,1,Not Available,Not Available,1,200A North Center Dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8293,0.0732,0.0
Sutter County Career Training Center,Yuba City,CA,www.cambridge.edu/,1,1,Not Available,Not Available,1,939 Live Oak Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cambridge College of Healthcare & Technology,Altamonte Springs,FL,www.cambridgehealth.edu/,1,2,Not Available,Not Available,1,"460 E. Altamonte Drive, 3rd Floor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Career Care Institute,Lancaster,CA,www.ccicolleges.edu/,1,2,Not Available,Not Available,1,43770 15th Street West Ste 115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATA Career Education,Spring Hill,FL,www.atafl.edu/,1,2,Not Available,Not Available,1,"7351 Spring Hill Drive, Suite 11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Community Christian College,Redlands,CA,https://www.cccollege.edu/,2,2,Not Available,Not Available,1,"1174 Nevada Street, Suite 200",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Culpeper Cosmetology Training Center,Culpeper,VA,www.culpepercosmetology.com/,1,1,Not Available,Not Available,1,311 South East Street #120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,www.esatm.edu/,1,4,Not Available,Not Available,1,"440 Franklin Street, Suite 500",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ecclesia College,Springdale,AR,ecollege.edu/,2,4,0.551,Not Available,1,9653 Nations Dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,0.0,0.0,0.0,0.0,0.0,0.1154,0.0,0.2115,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1731,0.0
Employment Solutions-College for Technical Education,Lexington,KY,cte.edu/,1,1,Not Available,Not Available,1,1165 Centre Parkway Suite #120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4026,0.0,0.0,0.0,0.0,0.1818,0.0,0.0
Estelle Medical Academy,Skokie,IL,www.school-for-massage.com/,1,1,Not Available,Not Available,1,"4905 Old Orchard Center, suite 710",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Evergreen Beauty and Barber College-Everett,Everett,WA,www.evergreenbeauty.edu/,1,1,Not Available,Not Available,1,802 SE Everett Mall Way Ste A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Mitchell the School-Great Lakes,Port Huron,MI,paulmitchell.edu/porthuron,1,1,Not Available,Not Available,1,2950 Lapeer Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Healthcare Training Institute,Union,NJ,www.htinj.edu/,1,1,1.0,Not Available,1,1969 Morris Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
John D Rockefeller IV Career Center,New Cumberland,WV,www.jdrcc.org/,1,1,Not Available,Not Available,1,80 Rockefeller Circle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Los Angeles College of Music,Pasadena,CA,www.lacm.edu/,3,3,0.8283,Not Available,1,300 S Fair Oaks Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rosslyn Training Academy of Cosmetology,Aguada,PR,rosslyntraining.edu/,1,1,Not Available,Not Available,1,Calle Paz 213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE Institute of Technology-Nashville,Nashville,TN,usa.sae.edu/,1,3,Not Available,Not Available,1,7 Music Circle N,0.0,0.0,0.0,0.0,0.0,0.9076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0924,0.0,0.0,0.0
Southern Technical College,Orlando,FL,www.southerntech.edu/,1,2,Not Available,Not Available,1,1485 Florida Mall Avenue,0.2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3503,0.0993,0.0,0.0,0.3059,0.0,0.0
Stanbridge University,Irvine,CA,www.stanbridge.edu/,2,4,0.1012,Not Available,1,2041 Business Ctr Dr Ste 107,0.0576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9424,0.0,0.0
Universal College of Healing Arts,Omaha,NE,www.ucha.edu/,1,2,Not Available,Not Available,1,8702 North 30th Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Uta Mesivta of Kiryas Joel,Monroe,NY,utam.edu/,3,3,Not Available,Not Available,1,48 Bakertown Rd Suite 501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrisburg University of Science and Technology,Harrisburg,PA,www.harrisburgu.edu/,3,4,0.8431,Not Available,1,326 Market Street,0.0,0.0275,0.0,0.0,0.0,0.0,0.1743,0.0,0.0,0.0,0.0367,0.0,0.0,0.0,0.0,0.0,0.0,0.0734,0.0,0.0,0.2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835,0.1009,0.156,0.0
Blue Ridge Community and Technical College,Martinsburg,WV,https://www.blueridgectc.edu/,2,2,Not Available,Not Available,1,13650 Apple Harvest Drive,0.011,0.0,0.0,0.0,0.0063,0.0,0.1395,0.0423,0.0141,0.0016,0.0329,0.0,0.0078,0.0125,0.0,0.3495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0361,0.0157,0.0,0.0141,0.0,0.0016,0.0063,0.0,0.1489,0.1567,0.0
Daytona College,Ormond Beach,FL,daytonacollege.edu/,1,2,Not Available,Not Available,1,425 South Nova Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0
Delta Technical College-Mississippi,Horn Lake,MS,www.deltatechnicalcollege.com/,1,1,Not Available,Not Available,1,6530  Interstate Blvd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523,0.0,0.0,0.1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0,0.0788,0.4212,0.0,0.2991,0.0,0.0
United States University,San Diego,CA,https://www.usuniversity.edu/,3,4,Not Available,Not Available,1,7675 Mission Valley Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0278,0.0
Empire Beauty School-Avondale,Avondale,AZ,www.empire.edu/,1,1,Not Available,Not Available,1,9945 W McDowell Road #112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empire Beauty School-Littleton,Littleton,CO,www.empire.edu/,1,1,Not Available,Not Available,1,8996 W. Bowles Ave. # E-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empire Beauty School-Aurora,Aurora,CO,www.empire.edu/,1,1,Not Available,Not Available,1,16800 E. Mississippi Ave.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joyce University of Nursing and Health Sciences,Draper,UT,www.joyce.edu/,2,3,0.9742,Not Available,1,12257 South Business Park Drive-Ste 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
San Joaquin Valley College-Modesto,Salida,CA,www.sjvc.edu/,1,2,Not Available,Not Available,1,5380 Pirrone Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.341,0.1633,0.0,0.0,0.0,0.4756,0.0029,0.0
Eagle Gate College-Layton,Layton,UT,www.eaglegatecollege.edu/,3,3,Not Available,Not Available,1,915 N 400 W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Academy of Hair Design-Jasper,Jasper,TX,lufkinhairdesign.com/,1,1,Not Available,Not Available,1,348 Spring Hill St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unitech Training Academy-West Monroe,West Monroe,LA,www.unitechta.edu/,1,1,Not Available,Not Available,1,111 Crosley Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
New River Community and Technical College,Beaver,WV,https://www.newriver.edu/,2,2,Not Available,Not Available,1,280 University Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.1009,0.1009,0.0214,0.0,0.0428,0.0,0.0306,0.0183,0.0,0.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0459,0.0,0.0031,0.0,0.0,0.0795,0.0306,0.1162,0.0,0.0,0.208,0.0734,0.0
The College of Health Care Professions-Southwest Houston,Houston,TX,www.chcp.edu/,1,2,Not Available,Not Available,1,7322 SOUTHWEST FREEWAY SUITE 110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEI College-Chula Vista,Chula Vista,CA,https://www.uei.edu/,1,1,Not Available,Not Available,1,"1261 Third Avenue, Suite A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296,0.0,0.0,0.2014,0.2349,0.0,0.0,0.0,0.4877,0.0464,0.0
UEI College-West Covina,West Covina,CA,https://www.uei.edu/,1,1,Not Available,Not Available,1,339 N. Azusa Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274,0.0,0.0,0.2736,0.2065,0.0,0.0,0.0,0.454,0.0386,0.0
Georgia Gwinnett College,Lawrenceville,GA,www.ggc.edu/,3,3,0.9364,Not Available,1,1000 University Center Lane,0.0,0.0095,0.0,0.0,0.0,0.0,0.1122,0.0,0.0867,0.0,0.0,0.0,0.0239,0.0,0.0215,0.0,0.0,0.0819,0.0103,0.0,0.0,0.066,0.0,0.0,0.0111,0.0,0.1034,0.0477,0.0,0.0143,0.0,0.0,0.0,0.0,0.0406,0.0438,0.2983,0.0286
Tucson College of Beauty,Tucson,AZ,tucsoncollegeofbeauty.com/,1,1,Not Available,Not Available,1,3955 N Flowing Wells Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Career College,Canoga Park,CA,www.californiacareercollege.edu/,2,2,Not Available,Not Available,1,7003 Owensmouth Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
