INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,ADM_RATE,SAT_AVG,CURROPER,ADDR,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
St Charles Community College,Cottleville,MO,www.stchas.edu/,2,2,Not Available,Not Available,1,4601 Mid Rivers Mall Dr,0.0062,0.0,0.0,0.0,0.0,0.0,0.0746,0.0,0.0415,0.0114,0.0104,0.0187,0.0,0.0,0.0031,0.5492,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0083,0.0114,0.0,0.0,0.0,0.0052,0.0,0.0477,0.1254,0.0601,0.0
University of Massachusetts Global,Irvine,CA,www.umassglobal.edu/,3,4,Not Available,Not Available,1,16355 Laguna Canyon Road,0.0,0.0,0.0,0.0,0.0101,0.0,0.0275,0.0,0.0491,0.0,0.0,0.0,0.0051,0.0238,0.0,0.1806,0.0,0.0,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,0.0,0.1423,0.034,0.1069,0.0246,0.0,0.0,0.0,0.0,0.0,0.0303,0.3013,0.0
New College of Florida,Sarasota,FL,www.ncf.edu/,3,4,0.7541,1236.0,1,5800 Bay Shore Road,0.0,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,0.0,0.0,0.0,0.4936,0.0,0.0,0.0,0.0,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana Bible College,Bozeman,MT,https://montanabiblecollege.edu/,3,3,Not Available,Not Available,1,20 Cornerstone Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conservatory of Recording Arts and Sciences,Tempe,AZ,www.cras.edu/,1,1,Not Available,Not Available,1,2300 E Broadway Rd,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian's Beauty College of Turlock,Turlock,CA,www.adrians.edu/,1,1,Not Available,Not Available,1,1340 W Main St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Joaquin Valley College-Fresno,Fresno,CA,www.sjvc.edu/,1,2,Not Available,Not Available,1,295 East Sierra Avenue,0.1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035,0.0349,0.0
Dr. Ida Rolf Institute,Boulder,CO,www.rolf.org/,1,1,1.0,Not Available,1,"5055 Chaparral Court, Suite 103",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Aveda Institute-Fort Myers,Fort Myers,FL,www.beaveda.com/,1,1,Not Available,Not Available,1,2040 Colonial Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1887,0.0,0.0
Elizabeth Grady School of Esthetics and Massage Therapy,Medford,MA,elizabethgrady.edu/,1,1,Not Available,Not Available,0,222 Boston Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1443,0.0,0.0
Ross Medical Education Center-Port Huron,Port Huron,MI,https://rosseducation.edu/,1,1,Not Available,Not Available,1,"2887 Krafft Road, Suite 700",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Raphael's School of Beauty Culture Inc-Alliance,Alliance,OH,raphaelsbeautyschool.edu/,1,1,Not Available,Not Available,1,2445 W. State St.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro Technology Centers,Oklahoma City,OK,https://www.metrotech.edu/,1,1,Not Available,Not Available,1,1900 Springlake Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0955,0.0077,0.0139,0.094,0.0,0.0216,0.0123,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0555,0.151,0.0524,0.0,0.0108,0.2481,0.0247,0.0
Luna Community College,Las Vegas,NM,www.luna.edu/,2,2,Not Available,Not Available,1,336 Luna Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0274,0.0753,0.089,0.0137,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0753,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438,0.0,0.0,0.0,0.0068,0.0,0.0,0.0068,0.3836,0.0274,0.0
Grabber School of Hair Design,St. Louis,MO,grabberschool.edu/,1,1,Not Available,Not Available,1,9833 Watson Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,www.lecfl.com/,3,3,Not Available,Not Available,1,1140 Alton Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,OH,www.raphaelsbeautyschool.edu/,1,1,Not Available,Not Available,1,3307 Center Rd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caribbean University-Ponce,Ponce,PR,www.caribbean.edu/,3,4,Not Available,Not Available,1,AVE. EDNITA NAZARIO #1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0247,0.0,0.0,0.5802,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.1235,0.0,0.0,0.0,0.0,0.0,0.0,0.1481,0.0617,0.0
Caribbean University-Vega Baja,Vega Baja,PR,www.caribbean.edu/,3,4,Not Available,Not Available,1,"Carr 671 K.M. 5, Sector El Criollo, Bo. Algarrobo",0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.3793,0.2414,0.0
University of Advancing Technology,Tempe,AZ,www.uat.edu/,3,4,0.915,Not Available,1,2625 W Baseline Rd,0.0,0.0,0.0,0.0,0.016,0.0266,0.4043,0.0,0.0,0.0,0.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1383,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766,0.0,0.0585,0.0
Paradise Valley Community College,Phoenix,AZ,https://www.paradisevalley.edu/,1,2,Not Available,Not Available,1,18401 N 32nd St,0.0,0.0013,0.0,0.0,0.0039,0.0052,0.0215,0.0,0.0111,0.0007,0.0,0.0,0.0,0.0,0.0026,0.1724,0.0,0.0039,0.0,0.0,0.0332,0.0026,0.0007,0.0,0.0234,0.0,0.0156,0.0423,0.0033,0.0111,0.0,0.0,0.0,0.0,0.2544,0.2804,0.1093,0.0013
Chandler-Gilbert Community College,Chandler,AZ,www.cgc.maricopa.edu/,1,2,Not Available,Not Available,1,2626 E Pecos Rd,0.0,0.0004,0.0,0.0,0.0065,0.0,0.0341,0.0069,0.0127,0.0051,0.004,0.0004,0.0004,0.0,0.0014,0.1826,0.0,0.004,0.0014,0.0,0.0623,0.0051,0.0004,0.0,0.0384,0.0,0.0196,0.0149,0.0007,0.0069,0.0014,0.112,0.0,0.0062,0.2489,0.0395,0.1833,0.0007
Great Plains Technology Center,Lawton,OK,www.greatplains.edu/,1,1,Not Available,Not Available,1,4500 SW Lee Blvd,0.0,0.0,0.0,0.0,0.0,0.1049,0.0802,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864,0.0,0.0,0.0802,0.0988,0.037,0.0,0.0,0.4198,0.0,0.0
Roane-Jackson Technical Center,Leroy,WV,www.rjtcwv.com/,1,1,Not Available,Not Available,1,9450 Spencer Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0
Pioneer Technology Center,Ponca City,OK,pioneertech.edu/,1,1,Not Available,Not Available,1,2101 N Ash,0.0072,0.0,0.0,0.0,0.0,0.0,0.058,0.1014,0.0,0.0,0.0145,0.0,0.058,0.0,0.0,0.0,0.0,0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0652,0.1232,0.0435,0.0,0.0,0.4493,0.0,0.0
Portage Lakes Career Center,Uniontown,OH,www.plcc.edu/,1,1,Not Available,Not Available,1,4401 Shriver Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0417,0.0833,0.0,0.0,0.3681,0.0,0.0
Bell Mar Beauty College,Cicero,IL,www.bellmar.edu/,1,1,Not Available,Not Available,1,5717  W. Cermak Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caddo Kiowa Technology Center,Fort Cobb,OK,cktc.edu/,1,1,Not Available,Not Available,1,1415 N. 7th Street,0.0,0.0,0.0,0.0,0.0,0.0382,0.0153,0.1527,0.0229,0.0153,0.0,0.0,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0611,0.2901,0.0687,0.0,0.0076,0.2595,0.0076,0.0
Center for Instruction Technology & Innovation,Mexico,NY,https://www.citiboces.org/domain/14,1,1,Not Available,Not Available,1,179 County  Route 64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
International School of Skin Nailcare & Massage Therapy,Sandy Springs,GA,issnschoolspa.com/,1,1,Not Available,Not Available,1,7840 Roswell Road Building 500 Suite 500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2303,0.0,0.0
Palomar Institute of Cosmetology,San Marcos,CA,https://pic.edu/,1,1,Not Available,Not Available,1,355 Via Vera Cruz #3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Oklahoma Technology Center,Ardmore,OK,https://www.sotech.edu/,1,1,Not Available,Not Available,1,2610 Sam Noble Parkway,0.0191,0.0,0.0,0.0,0.0455,0.0,0.0,0.0742,0.0,0.0,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.1962,0.0837,0.0455,0.0407,0.2895,0.0,0.0
Autry Technology Center,Enid,OK,autrytech.edu/,1,1,0.6362,Not Available,1,1201 W Willow,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0492,0.0227,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.2235,0.0682,0.0,0.0379,0.4697,0.0265,0.0
Greene County Career Center,Xenia,OH,www.greeneccc.com/,1,1,Not Available,Not Available,1,532 Innovation Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadian Valley Technology Center,El Reno,OK,www.cvtech.edu/,1,1,Not Available,Not Available,1,6505 E Hwy 66,0.0,0.0,0.0,0.0,0.0,0.0,0.0866,0.1007,0.0,0.0283,0.0406,0.0,0.0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671,0.1873,0.0777,0.0,0.0406,0.2721,0.0707,0.0
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,https://www.wbpracnsg.com/,1,1,0.6413,Not Available,1,350 Jumper Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Meridian Technology Center,Stillwater,OK,https://www.meridiantech.edu/,1,1,Not Available,Not Available,1,1312 South Sangre Road,0.0,0.0,0.0,0.0,0.0093,0.0023,0.0886,0.1189,0.0,0.0559,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1235,0.0932,0.1212,0.0,0.0303,0.2284,0.035,0.0
Waynesville Career Center,Waynesville,MO,www.waynesville.k12.mo.us/Domain/9,1,1,Not Available,Not Available,1,400 G. W. Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Capitol Beauty School,Omaha,NE,https://www.hairschoolomaha.com/,1,1,Not Available,Not Available,1,10803 John Galt Blvd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morris County Vocational School District,Denville,NJ,www.mcvts.org/,1,1,1.0,Not Available,1,400 E Main St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,https://rosseducation.edu/,1,1,Not Available,Not Available,1,"950 W. Norton Avenue, Suite D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ross Medical Education Center-Kentwood,Kentwood,MI,https://rosseducation.edu/,1,1,Not Available,Not Available,1,4528 Breton S.E.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,https://www.sfbc.edu/,2,4,Not Available,Not Available,1,2200 SW 10th Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.0,0.0,0.1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.413,0.0
Cloyd's Barber School 2 Inc,Monroe,LA,https://cloydsbarberschool.edu/,1,1,Not Available,Not Available,1,1311 Winnsboro Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Universal Technical Institute of Illinois Inc,Lisle,IL,www.uti.edu/,1,1,Not Available,Not Available,1,2611 Corporate West Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8565,0.1435,0.0,0.0,0.0,0.0,0.0
Pennsylvania College of Technology,Williamsport,PA,https://www.pct.edu/,2,4,Not Available,Not Available,1,One College Ave,0.0246,0.0092,0.0346,0.0,0.0,0.0,0.0538,0.0185,0.0,0.0392,0.1585,0.0,0.0008,0.0008,0.0,0.0008,0.0,0.0,0.0,0.0,0.0108,0.0023,0.0,0.0,0.0,0.0,0.0,0.0062,0.0254,0.0,0.0908,0.1131,0.0569,0.0185,0.0185,0.22,0.0969,0.0
Commonwealth Institute of Funeral Service,Houston,TX,https://www.commonwealth.edu/,2,2,Not Available,Not Available,1,415 Barren Springs Dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta College of Arts & Technology,Baton Rouge,LA,www.deltacollege.com/,1,2,Not Available,Not Available,1,7380 Exchange Place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.9231,0.021,0.0
InterCoast Colleges-Santa Ana,Santa Ana,CA,https://www.intercoast.edu/,1,1,Not Available,Not Available,0,"1720 E. Garry Ave, Suite 103",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stone Child College,Box Elder,MT,www.stonechild.edu/,2,3,Not Available,Not Available,1,8294 Upper Box Elder Road,0.0,0.0833,0.0,0.0417,0.0,0.0,0.0417,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0417,0.125,0.1667,0.0
Suffolk County Community College,Selden,NY,https://www.sunysuffolk.edu/,2,2,Not Available,Not Available,1,533 College Rd,0.0124,0.0,0.0,0.0,0.0082,0.0062,0.0264,0.0078,0.0124,0.0056,0.0127,0.0013,0.0033,0.0095,0.0,0.4574,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0353,0.0558,0.0065,0.0088,0.0,0.0229,0.0,0.0,0.0451,0.1325,0.1211,0.0049
Las Positas College,Livermore,CA,www.laspositascollege.edu/,2,2,Not Available,Not Available,1,3000 Campus Hill Drive,0.0023,0.0008,0.0,0.0023,0.0219,0.0008,0.0249,0.0,0.0098,0.0008,0.006,0.0,0.0355,0.0,0.0136,0.3557,0.0,0.0483,0.0121,0.0,0.0,0.0151,0.003,0.0,0.0113,0.0,0.0876,0.0627,0.0053,0.065,0.0,0.0272,0.0038,0.0,0.0332,0.0106,0.1329,0.0076
Blades School of Hair Design,California,MD,bladesschoolofhairdesign.net/,1,1,Not Available,Not Available,0,22576-316 MacArthur Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogeechee Technical College,Statesboro,GA,www.ogeecheetech.edu/,1,2,Not Available,Not Available,1,One Joseph E. Kennedy Blvd,0.0247,0.027,0.0,0.0,0.0,0.0,0.0587,0.0896,0.0147,0.0,0.0093,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.051,0.0,0.0,0.0495,0.0734,0.044,0.1051,0.0,0.2828,0.1221,0.0
Remington College-Mobile Campus,Mobile,AL,https://www.remingtoncollege.edu/locations/mobile/,1,2,Not Available,Not Available,1,4368 DOWNTOWNER LOOP S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3063,0.0,0.0,0.0563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.0,0.0,0.1375,0.0,0.0,0.0,0.4688,0.0,0.0
Southern Technical College,Fort Myers,FL,www.southerntech.edu/,1,3,Not Available,Not Available,1,1685 Medical Lane,0.1269,0.0,0.0,0.0,0.0,0.0,0.0268,0.0,0.0,0.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6178,0.0042,0.0
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,https://www.mercycare.org/employment/students/school-of-radiologic-technology/,1,1,Not Available,Not Available,1,1026 A Ave NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Northwest Technology Center-Alva,Alva,OK,https://nwtech.edu/,1,1,Not Available,Not Available,1,1801 11th St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017,0.2288,0.0932,0.0,0.0424,0.5,0.0339,0.0
Mercer County Career Center,Mercer,PA,www.mercerccc.org/,1,1,Not Available,Not Available,1,776 Greenville Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
California State University-San Marcos,San Marcos,CA,www.csusm.edu/,3,4,0.9519,Not Available,1,333 S Twin Oaks Valley Rd,0.0,0.0137,0.0,0.0014,0.0579,0.0,0.0359,0.0,0.0325,0.0091,0.0,0.0054,0.0548,0.0,0.016,0.0496,0.0,0.0748,0.0063,0.0,0.004,0.0359,0.0,0.0,0.0063,0.0,0.0922,0.006,0.0,0.1926,0.0,0.0,0.0,0.0,0.0234,0.111,0.1515,0.0197
Hairmasters Institute of Cosmetology,Bloomington,IL,www.hair-masters.com/,1,1,Not Available,Not Available,0,506 S McClun St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,www.tricociuniversity.edu/,1,1,Not Available,Not Available,1,1681 N. College Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
